CON|1111000344|20100326|IMLMM|FAX||DMTR|บจก.ศรีราชเทพประทาน||||54300|278/2 ถ.ลงหาดบางแสน|ต.แสนสุข อ.เมือง|จ.ชลบุรี|20130|TH|||||||||||||3201004501||0250086|ธนาคารกรุงศรีอยุธยา จำกัด สาขาศรีราชา|0860015654||||||||0001120001|||CDFM||||||||||||
CON|1111000350|20100326|IMLMM|FAX||DMTR|บมจ.โรงพยาบาลบำรุงราษฎร์||||MEDICAL|33 สุขุมวิท ซ.3 (นานาเหนือ)|ถ.สุขุมวิท แขวงคลองเตยเหนือ|เขตวัฒนา กทม.|10110|TH||02-667-2009|||||||||||3101047899||0020197|ธนาคารกรุงเทพ จำกัด (มหาชน) สาขานานาเหนือ|1970178966|บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน)|||||||0001120001|||CDFM||||||||||||
CON|1111000374|20101014|IMLMM|FAX||DMTR|บริษัท โปรเฟสชั่นแนล เทเลคอม|อินสเทลเลชั่น จำกัด|||DOMESTIC|62/28-30 ซอยรามอินทราวิลเลจ|ถ.รามอินทรา แขวงคันนายาว|เขตคันนายาว  กทม.|10230|TH||9430531-4|||9430533||||||||3011347461||||||||||||0001120001|||CDF||||||||||||
CON|1111000412|20100326|IMLMM|FAX||DMTR|บจก.โรงพยาบาลไทยนครินทร์||||54300|345 ม.11 ถ.บางนา-ตราด กม.3.5|แขวงบางนา เขตบางนา|กทม.|10260|TH||0-2361-2727-0...|||023612777-023612788||||||||3101543780||||||||||||0001120001|||CDF||||||||||||
CON|1111000423|20100326|IMLMM|FAX||DMTR|ท่าเรือแหลมฉบัง||||54300||ต.ทุ่งสุขลา อ.ศรีราชา|จ.ชลบุรี|20230|TH|||||||||||||||||||||||||0001120001|||CDF||||||||||||
CON|1111000445|20100326|IMLMM|FAX||DMTR|บจก.บิลเลี่ยน มิลเลี่ยน เทรดดิ้ง||||54300|104 ซอยนราธิวาสราชนครินทร์ 8|แขวงทุ่งวัดดอน เขตสาทร|กรุงเทพมหานคร|10120|TH|กท|676-1200|||026761400|admin@billionmillion.com|||||||3011514511||0020101|ธนาคารกรุงเทพ จำกัด (มหาชน) สาขาสำนักงานใหญ่สีลม|1017271360|บจก.บิลเลี่ยน มิลเลี่ยน เทรดดิ้ง|||||||0001120001|||CDFM||||||||||||
CON|1111000464|20100916|IMLMM|FAX||DMTR|บมจ. อินเตอร์ลิ้งค์ คอมมิวนิเคชั่น||||อิน|48 ซ.รุ่งเรือง ถ.รัชดาภิเษก|แขวงสามเสนนอก เขตห้วยขวาง|กทม.|10310|TH||026931222|693-1222-2||026931399|info@interlink.co.th|||||||3011548196||0060091|ธนาคารกรุงไทย สาขารัชดาภิเษก-ห้วยขวาง|0911022465||||||||0001120001|||CDF||||||||||||
CON|1111000472|20100326|IMLMM|FAX||DMTR|บริษัท เกษมกิจ จำกัด||||54300|43 ซ.หลังสวน ถ.เพลินจิต|แขวงลุมพินี เขตปทุมวัน|กทม.|10330|TH||0-2658-7444|||||||||||3101000887||||||||||||0001120001|||CDFM||||||||||||
CON|1111000528|20100326|IMLMM|FAX||DMTR|บมจ.กรุงเทพประกันภัย||||INS|25 อาคารกรุงเทพประกันภัย|ถ.สาทรใต้ แขวงทุ่งมหาเมฆ|เขตสาทร กทม.|10120|TH||02 677-3777|||||||||||3101000047||||||||||||0001120001|||CDF||||||||||||
CON|1111000537|20100803|IMLMM|FAX||DMTR|บจก. เจริญกรุงเอ็นจิเนียริ่ง||||DOMESTIC|83 ซ.4 นวธานี ถ.เสรีไทย|แขวงคันนายาว เขตคันนายาว|กทม.|10230|TH||0-2376-1006|||0-2376-1877||||||||3101007121||||||||||||0001120001|||CDF||||||||||||
CON|1111000542|20100326|IMLMM|FAX||DMTR|บริษัท ซีโนบริต จำกัด||||54300|133 ถ.วิภาวดีรังสิต|แขวงสามเสนใน เขตพญาไท|กทม.|10400|TH|||||||||||||3101010817||0060172|ธนาคารกรุงไทย จำกัด(มหาชน) สาขาซอยอารี|1720065764|บริษัท ซีโนบริต จำกัด|||||||0001120001|||CDFM||||||||||||
CON|1111000547|20100326|IMLMM|FAX||DMTR|โรงแรมดุสิตธานี||||ดุสิต|946 ถ.พระราม4|แขวงสีลม เขตบางรัก|กทม.|10500|TH||02-236-0450-9|||02-236-6400|||||0010000388|||3101013849||||||||||||0001120001|||CDF||||||||||||
CON|1111000551|20100326|IMLMM|FAX||DMTR|บจก. โตโยต้า มอเตอร์ ประเทศไทย||||DOMESTIC|186/1 หมู่ 1 ถนนทางรถไฟเก่า|ต.สำโรงใต้ อ.พระประแดง|จ.สมุทรปราการ|10130|TH|||||||||||||3101015409||||||||||||0001120001|||CDF||||||||||||
CON|1111000552|20100326|IMLMM|FAX||DMTR|บจก.พัทยา มารินา โฮเต็ล||||54300|369 ม.9  ถ.พัทยา สาย2|ต.หนองปรือ  อ.บางละมุง|จ.ชลบุรี|20260|TH||(038) 328155-6|||(038) 423155||||||||3101016901||||||||||||0001120001|||CDF||||||||||||
CON|1111000559|20100326|IMLMM|FAX||DMTR|บจก.พลาซ่าแอทธินี โฮเต็ล|(ประเทศไทย)|||54300|10 ซ.ร่วมฤดี ถ.เพลินจิต|แขวงลุมพินี เขตปทุมวัน|กทม.|10330|TH||02-650-8700  ...|||0-2650-8601||||||||3030897374||||||||||||0001120001|||CDF||||||||||||
CON|1111000562|20100326|IMLMM|FAX||DMTR|บมจ. เบอร์ลี่ ยุคเกอร์||||54300|อาคารเบอร์ลี่ ยุคเกอร์ 99 ซอยรูเบีย|ถนนสุขุมวิท 42 แขวงพระโขนง|เขตพระโขนง กทม.|10250|TH||02-367-1385|||||||||||3101029017||||||||||||0001120001|||CDF||||||||||||
CON|1111000573|20100326|IMLMM|FAX||DMTR|บริษัท โพสต์ พับลิชชิง จำกัด(มหาชน)||||โพสต์|อาคารบางกอกโพสต์ 136 ถ.สุนทรโกษา|แขวงคลองเตย เขตคลองเตย|กทม.|10110|TH||0-2240-3700|||022403790|natchareec@bangkokpost.co.th|||||||3101034585|0029|||||||||||0001120001|||CDF||||||||||||
CON|1111000582|20100326|IMLMM|FAX||DMTR|บริษัท สยามแม็คโคร จำกัด (มหาชน)||||54300|422 ม.5 ถ.ศรีนครินทร์|ต.สำโรงเหนือ อ.เมือง|จ.สมุทรปราการ|10270|TH||0-2375-70001666|||||||||||3101522846||||||||||||0001120001|||CDF||||||||||||
CON|1111000585|20100326|IMLMM|FAX||DMTR|บมจ.โรงแรมราชดำริ||||54300|155 ถ.ราชดำริ|แขวงลุมพินี เขตปทุมวัน|กทม.|10330|TH||0-2251-6127|||0-2253-9195||||||||3101047059||||||||||||0001120001|||CDF||||||||||||
CON|1111000588|20100326|IMLMM|FAX||DMTR|บริษัท ล็อกซเล่ย์ จำกัด (มหาชน)||||REBATE|102 ถ.ณ ระนอง|แขวงคลองเตย เขตคลองเตย|กทม.|10110|TH||0-2348-8000|||023488497|||||0010000512|||3101048087||0020218|ธนาคารกรุงเทพ จำกัด (มหาชน) สาขาถนนสุนทรโกษา|2183012463||||||||0001120001|||CDFM||||||||||||
CON|1111000589|20100326|IMLMM|FAX||DMTR|บริษัท วิชัยยุทธ จำกัด||||54300|114/4  ถ.เศรษฐศิริ|แขวงสามเสนใน เขตพญาไท|กทม.|10400|TH||022712220|272-2100||022722788||||||||3101049763||||||||||||0001120001|||CDF||||||||||||
CON|1111000591|20100326|IMLMM|FAX||DMTR|บริษัทไทยพาณิชย์สามัคคีประกันภัย|จำกัด (มหาชน)|||INS|2/4 อาคารไทยพาณิชย์สามัคคีประกันภัย|ชั้น 12 นอร์ธปาร์ค ถ.วิภาวดีรังสิต|แขวงทุ่งสองห้อง เขตหลักสี่ กทม.|10210|TH||0-2555-9100|||0-2955-0205|scsmg@scsmg.co.th|||||||3101053906||0140319|ธนาคารไทยพาณิชย์ สาขางามวงศ์วาน|3193025276|บมจ. สามัคคีประกันภัย|||||||0001140899|||CDFH||||||||||||
CON|1111000602|20100326|IMLMM|FAX||DMTR|บมจ. สมิติเวช||||MEDICAL|133  ถ.สุขุมวิทซอย49|แขวงคลองตันเหนือ  เขตวัฒนา|กทม.|10110|TH||02-711-8504|||||||||||3101061178||||||||||||0001120001|||CDF||||||||||||
CON|1111000607|20100326|IMLMM|FAX||DMTR|บริษัท อิตัลไทยอุตสาหกรรม จำกัด||||DOMESTIC|2013  ถ.เพชรบุรีตัดใหม่|แขวงบางกะปิ เขตห้วยขวาง|กรุงเทพมหานคร|10320|TH||02-3191031-40...|||||||||||3101065589||0020153|ธนาคารกรุงเทพ สาขาถนนเพชรบุรีตัดใหม่|1530707809|บจก.อิตัตลไทยอุตสาหกรรม|||||||0001120001|||CDFM||||||||||||
CON|1111000613|20100326|IMLMM|FAX||DMTR|บริษัท เจริญไทยมอเตอร์เซลส์ จำกัด||||54300|3/1 ถ.พหลโยธิน|แขวงสามเสนใน เขตพญาไท|กทม.|10400|TH||271-2599|||||||||||3101006902||||||||||||0001120001|||CDF||||||||||||
CON|1111000623|20100326|IMLMM|FAX||DMTR|บริษัท ทิพยประกันภัย จำกัด (มหาชน)||||DOMESTIC|63/2 ถ.พระราม 9|แขวงห้วยขวาง เขตห้วยขวาง|กทม.|10310|TH||0-2248-0059|02-643-2900||0-2248-0059 0-2643-2900||||||||3101077513||||||||||||0001120001|||CDF||||||||||||
CON|1111000641|20100326|IMLMM|FAX||DMTR|บริษัท มติชน จำกัด (มหาชน)||||54300|12 ถ.เทศบาลนฤมาล|แขวงลาดยาว เขตจตุจักร|กทม.|10900|TH||5890020|||||||||||3101121018||||||||||||0001120001|||CDF||||||||||||
CON|1111000651|20100326|IMLMM|FAX||DMTR|บริษัท เซ็นทรัลพัฒนา จำกัด (มหาชน)||||54300|7/222 ถ.บรมราชชนนี|แขวงอรุณอมรินทร์ เขตบางกอกน้อย|กทม.|10700|TH|||||||||||||3101138269||||||||||||0001120001|||CDF||||||||||||
CON|1111000652|20100326|IMLMM|FAX||DMTR|บมจ.โรงแรมเซ็นทรัลพลาซา||||54300|1695 ถ.พหลโยธิน|แขวงลาดยาว เขตจตุจักร|กทม.|10900|TH||541-1234|||541-1084||||||||3101138276||||||||||||0001120001|||CDF||||||||||||
CON|1111000655|20100326|IMLMM|FAX||DMTR|บมจ.ไมเนอร์ อินเตอร์เนชั่นแนล||||54300|218/2-4 ม.10 ถ.เลียบชายหาด|ต.หนองปรือ อ.บางละมุง|จ.ชลบุรี|20260|TH||(038)412120-7|||(038)429926 411756||||||||3101140187||0140535|ธนาคารไทยพาณิชย์ จำกัด สาขาพัทยา|5353004486|MINOR INTERNATIONAL PUBLIC CO.,LTD|||||||0001120001|||CDFM||||||||||||
CON|1111000667|20100908|IMLMM|FAX||DMTR|บริษัท ส.สหธารา (ไทยแลนด์) จำกัด||||DOMESTIC|23 ซ.เพชรเกษม 70 ถ.เพชรเกษม|แขวงบางแคเหนือ  เขตบางแค|กทม.|10160|TH||0-2445-0139|||0-2454-2241 804-3468||||||||3101157628||||||||||||0001120001|||CDF||||||||||||
CON|1111000681|20100326|IMLMM|FAX||DMTR|บริษัท อัมรินทร์  ราชประสงค์ จำกัด||||54300|496-502 ถ.เพลินจิต|แขวงลุมพินี เขตปทุมวัน|กทม.|10330|TH||02-256-9111  204|||||||||||3101180091||||||||||||0001120001|||CDF||||||||||||
CON|1111000699|20100803|IMLMM|FAX||DMTR|บริษัท คอมพิวเตอร์ยูเนี่ยน จำกัด||||DOMESTIC|1828 ถ.สุขุมวิท|แขวงบางจาก เขตพระโขนง|กทม.|10260|TH||0-2311-5111|||0-2332-7940||||||||3101212181||||||||||||0001120001|||CDF||||||||||||
CON|1111000711|20100326|IMLMM|FAX||DMTR|บริษัท สยามสินทรัพย์พัฒนา จำกัด||||54300|138  ถนนสุขุมวิท|แขวงคลองเตย เขตคลองเตย|กทม.|10110|TH|||||||||||||3101239966||||||||||||0001120001|||CDF||||||||||||
CON|1111000719|20100326|IMLMM|FAX||DMTR|บมจ.ดิ เอราวัณ กรุ๊ป||||54300|496-502 สี่แยกราชประสงค์|ถ.เพลินจิต แขวงลุมพินี เขตปทุมวัน|กทม.|10330|TH||02-256-9111  204|||||||||||3101252095||0140059|ธนาคารไทยพาณิชย์ จำกัด (มหาชน) สาขาเพลินจิต|0592021376||||||||0001120001|||CDF||||||||||||
CON|1111000720|20100326|IMLMM|FAX||DMTR|บริษัท โรงแรมอโนมา กรุงเทพ จำกัด||||54300|99 ถ.ราชดำริ|แขวงลุมพินี เขตปทุมวัน|กทม.|10330|TH||02-255-3410-9|||||||||||3101510409||||||||||||0001120001|||CDF||||||||||||
CON|1111000721|20100326|IMLMM|FAX||DMTR|บริษัทเค.วี.เค. จำกัด||||INCENTIVE|1089/9 ถ.เพชรบุรีตัดใหม่|แขวงมักกะสัน เขตราชเทวี|กรุงเทพฯ|10400|TH||||||||AIS|||||3101259490||0020220|ธนาคารกรุงเทพ จำกัด (มหาชน) สาขาอาคารวานิช-เมโทร|2200235899|บจก.เค วี เค|||||||0001120001|||CDFM||||||||||||
CON|1111000722|20100326|IMLMM|FAX||DMTR|บจก. ฮอนด้าออโตโมบิล (ประเทศไทย)||||DOMESTIC|49 หมู่ 9|ต.ธนู อ.อุทัย|จ.พระนครศรีอยุธยา|13210|TH||744-7744 - 55|33123||||||||||3011163108||||||||||||0001120001|||CDF||||||||||||
CON|1111000724|20100326|IMLMM|FAX||DMTR|บริษัท เวชธานี จำกัด (มหาชน)||||MEDICAL|เลขที่ 1  ถ.ลาดพร้าว ซอย111|แขวงคลองจั่น เขตบางกะปิ|กทม.|10240|TH||0-2734-0000 4045|||0-2734-0376||||||||3101263008||||||||||||0001120001|||CDFM||||||||||||
CON|1111000730|20100326|IMLMM|FAX||DMTR|บมจ.ห้างสรรพสินค้าโรบินสัน|สาขาถนนรัชดาภิเษก|||DOMESTIC|139 ถนนรัชดาภิเษก|แขวงดินแดง เขตดินแดง|กทม.|10400|TH||2482626-35|||2475319||||||||3101283570||||||||||||0001120001|||CDF||||||||||||
CON|1111000733|20100326|IMLMM|FAX||DMTR|บจก.ยูนีทรีโอ อินเตอร์แนชั่นแนล||||54300|17/228 ซ.การไฟฟ้าภูมิภาคนิเวศน์2|ม.4 ถ.ประชาชื่น แขวงทุ่งสองห้อง|เขตดอนเมือง กทม.|10210|TH||0-2503-9243|||0-2503-9923-4||15|AIS|||||3101286601||0020193|ธนาคารกรุงเทพ สาขาประชาชื่น|1930599111||||||||0001120001|||CDFM||||||||||||
CON|1111000741|20100326|IMLMM|FAX||DMTR|บริษัท ฐานเศรษฐกิจ จำกัด||||54300|89/169-170 หมู่ที่ 3 อาคารจุฑามาศ|ชั้น 6,7,8 ถนนวิภาวดีรังสิต|แขวงตลาดบางเขน เขตหลักสี่ กทม.|10210|TH||0-2973-3888|||029733999||||||||3101295207||||||||||||0001120001|||CDF||||||||||||
CON|1111000753|20100326|IMLMM|FAX||DMTR|บริษัท โรงพยาบาลวิภาวดีจำกัด(มหาชน)||||MEDICAL|51/3  ถ.งามวงศ์วาน  เขตจตุจักร||กทม.|10900|TH||5611258|||||||||||3101310054||||||||||||0001120001|||CDF||||||||||||
CON|1111000755|20100326|IMLMM|FAX||DMTR|บริษัท  เดอะมอลล์ ชอปปิ้ง เซนเตอร์|(หัวหมาก)  จำกัด|||53160|49 ถนนรามคำแหง|แขวงหัวหมาก เขตบางกะปิ|กรุงเทพมหานคร|10240|TH|||||||||||||3101312331||||||||||||0001120001|||CDF||||||||||||
CON|1111000758|20100326|IMLMM|FAX||DMTR|บริษัท  ประสงค์บริการ  จำกัด||||DOMESTIC|1183  ถนนพหลโยธิน|แขวงสามเสนใน   เขตพญาไท|กทม|10400|TH|||||||||||||3101317343||||||||||||0001120001|||CDF||||||||||||
CON|1111000775|20100326|IMLMM|FAX||DMTR|โรงพยาบาลพญาไท 2||||MEDICAL|943 ถ.พหลโยธิน|แขวงสามเสนใน เขตพญาไท|กทม.|10400|TH||0-2270-0780-9|||||||||||3101342307||||||||||||0001120001|||CDF||||||||||||
CON|1111000822|20101022|IMLMM|FAX||DMTR|บจก.อีริคสัน (ประเทศไทย)||||REBATE|ชั้น 20 ซันทาวเวอร์ส อาคารบี|123 ถ.วิภาวดีรังสิต แขวงลาดยาว|เขตจตุจักร กทม.|10900|TH||0-2299-7000|||0-2299-7777|||||0010000930|||3101423464|0029|||||||||||0001120001|||CDFM||||||||||||
CON|1111000855|20100326|IMLMM|FAX||DMTR|บริษัท เปาโลเมดิค จำกัด||||MEDICAL|670/1 ถ.พหลโยธิน|แขวงสามเสนใน   เขตพญาไท|กทม.|10400|TH||0-2616-7560-94|2710227||||||||||3101473469||||||||||||0001120001|||CDF||||||||||||
CON|1111000859|20100326|IMLMM|FAX||DMTR|บริษัท เกียรติผล จำกัด (มหาชน)||||DOMESTIC|408 ม.12 ถ.เลียบหาดนาจอมเทียน|ต.หนองปรือ อ.บางละมุง|จ.ชลบุรี|20150|TH||038-231350-68|||038-231-368-9||||||||3101476057||0140626|ธนาคารไทยพาณิชย์ สาขาหาดจอมเทียน|6263001883|บริษัท เกียรติผล จำกัด (มหาชน)|||||||0001120001|||CDFM||||||||||||
CON|1111000870|20100326|IMLMM|FAX||DMTR|บริษัท วิภาวดีรังสิตโฮเต็ล จำกัด||||54300|9/9 ม.6 ถ.วิภาวดี-รังสิต|แขวงตลาดบางเขน เขตหลักสี่|กทม.|10210|TH||02-561-0022-41||||||AIS|||||3101489828||0020149|ธนาคารกรุงเทพ จก.(มหาชน) สาขาอุรุพงษ์|1490417290||||||||0001120001|||CDFM||||||||||||
CON|1111000893|20100326|IMLMM|FAX||DMTR|บริษัท บางกอกผ้าไทย จำกัด||||54300|626 อาคารชินวัตรไทย ถ.พระราม 4|แขวงมหาพฤฒาราม เขตบางรัก|กทม.|10500|TH|||||||||||||3101528510||0140005|ธนาคารไทยพาณิชย์ จก.(มหาชน) สาขาสะพานเหลือง|0053043798||||||||0001120001|||CDFM||||||||||||
CON|1111000903|20100326|IMLMM|FAX||DMTR|บริษัท พีดีอาร์ จำกัด||||54300|47/2 ซ.เอกมัย12 ถ.สุขุมวิท 63|แขวงคลองตันเหนือ เขตวัฒนา|กทม.|10250|TH||0-2381-8625-30|||||||||||3011968765||0250777|ธนาคารกรุงศรีอยุธยา สาขาสำนักพระรามที่ 3|7770032081||||||||0001120001|||CDFM||||||||||||
CON|1111000922|20100326|IMLMM|FAX||DMTR|บจก.เชียงใหม่ออคิด โฮเต็ล||||DOMESTIC|23 ถ.ห้วยแก้ว|ต.สุเทพ อ.เมือง|จ.เชียงใหม่|50200|TH||053-222099|||053-221625||||||||3101576085||||||||||||0001120001|||CDFM||||||||||||
CON|1111000929|20100326|IMLMM|FAX||DMTR|บริษัท พี แอนด์ บี รัชดาโฮเต็ล|จำกัด|||DOMESTIC|99/1   ซอยเนียมอุทิศ|ถ.รัชดาภิเษก  แขวงดินแดง|เขตดินแดง  กทม|10320|TH||02-2461567|||2794555||||||||3101588644||||||||||||0001120001|||CDF||||||||||||
CON|1111000987|20100326|IMLMM|FAX||DMTR|บจก.ไอส์แลนด์ รีสอร์ท โฮเต็ล||||DOMESTIC|1129 ถ.ไกรสรสิทธิ์|อ.เมือง|จ.เชียงราย|57000|TH|||||||||||||3101734201||0020262|ธนาคารกรุงเทพ สาขาเชียงราย|2624432411||||||||0001120001|||CDFM||||||||||||
CON|1111000992|20100803|IMLMM|FAX||DMTR|บจก. ซิตี้ เพาเวอร์||||DOMESTIC|236/5-6 ชั้น 5-6 อ.ศรีวราแมนชั่น1|ซ.นาทอง3 ถ.รัชดาภิเษก ดินแดง|กทม.|10320|TH||0-2641-2255|||0-2641-2249||||||||3101739916||||||||||||0001120001|||CDF||||||||||||
CON|1111000998|20100326|IMLMM|FAX||DMTR|บมจ. โทเทิ่ล แอ็คเซ็ส คอมมูนิเคชั่น||||DOMESTIC|319 ชั้น 22-41 อาคารจัตุรัสจามจุรี|ถนนพญาไท แขวงปทุมวัน เขตปทุมวัน|กรุงเทพมหานคร|10330|TH||02-2028000-01...||||||||0010040070|||3101746372|0029|||||||||||0001120001|||CDF||||||||||||
CON|1111001001|20100326|IMLMM|FAX||DMTR|บริษัท โค้วซาเทลคอม จำกัด||||54300|54/4 หมู่ 7|ต.บางเสาธง กิ่งอำเภอบางเสาธง|จ.สมุทรปราการ|10540|TH||02-7085556-7|||||||||||3030524195||||||||||||0001120001|||CDF||||||||||||
CON|1111001030|20100326|IMLMM|FAX||DMTR|บจก.โรงแรมโรสกาเด้น (2511)||||54300|21 ม.2 ถ.เพชรเกษม|ต.ยายชา  อ.สวนสามพราน|จ.นครปฐม|73110|TH||034-322588-93|||||||||||3701000409||0110525|ธนาคารทหารไทย จำกัด (มหาชน)สาขาสามพราน นครปฐม|5252025407|บจก.โรงแรมโรสกาเก้น(2511)|||||||0001120001|||CDF||||||||||||
CON|1111001035|20100326|IMLMM|FAX||DMTR|บจก. กรุงเทพธานี โฮเต็ล กรุ๊ป||||54300|20 ถนนรัชดาภิเษก|แขวงห้วยขวาง เขตห้วยขวาง|กทม.|10320|TH||0-2274-1515-0...|||0-22741080||||||||3101809619||||||||||||0001120001|||CDF||||||||||||
CON|1111001050|20100630|IMLMM|FAX||DMTR|บจก. ดีเคเค ซิโน-ไทย เอ็นจิเนียริ่ง||||DOMESTIC|154 หมู่ 6|ตำบลลำตาเสา อำเภอวังน้อย|จังหวัดพระนครศรีอยุธยา|13170|TH||035-215014-6|||||||||||3101826371||||||||||||0001120001|||CDF||||||||||||
CON|1111001052|20100326|IMLMM|FAX||DMTR|บริษัท เปาวด์รวมพัฒนา จำกัด||||DOMESTIC|88/117  ถ.วิภาวดีรังสิต|แขวงตลาดบางเขน เขตดอนเมือง|กทม.|10210|TH||02 552-8921-9|||02 552-8920|||AIS|||||3101828849||0140029|ธนาคารไทยพาณิชย์ จำกัด (มหาชน)สาขาหลักสี่|0293036381||||||||0001120001|||CDFM||||||||||||
CON|1111001116|20100326|IMLMM|FAX||DMTR|บจก. เอ็น.ซี.ซี.แมนเนจเม้นท์ แอนด์|ดิเวลลอปเม้นท์|||54300|ศูนย์การประชุมแห่งชาติสิริกิตต์ 60|ถ.รัชดาภิเษก แขวงคลองเตย|เขตคลองเตย กรุงเทพมหานคร|10110|TH||299-3000 4217|||229-4253||||||||3101934519||||||||||||0001120001|||CDF||||||||||||
CON|1111001127|20100326|IMLMM|FAX||DMTR|บมจ.ซีคอน ดีเวลลอปเมนท์||||54300|55 ถนนศรีนครินทร์|แขวงหนองบอน เขตประเวศ|กรุงเทพมหานคร|10250|TH|กท|0-2272-1888|||0-2721-8976||||||||3101941395||0020232|ธนาคารกรุงเทพ จำกัด (มหาชน) สาขาซีคอนสแควร์|2320339993||||||||0001120001|||CDF||||||||||||
CON|1111001168|20100611|IMLMM|FAX||DMTR|บจก.รักษ์การพิมพ์ (ประเทศไทย)||||DOMESTIC|607/119-120, 123-124, 249|ซ.วัดจันทร์ใน ถ.เจริญกรุง|แขวงบางโคล่ เขตบางคอแหลม กทม.|10120|TH||0-2291-5729-30|291-5795-6||026899769|rugspress@hotmail.com|||||||3031177260||0020171|ธนาคารกรุงเทพฯ  สาขาสาธุประดิษฐ์|1713093019||||||||0001120001|||CDF||||||||||||
CON|1111001282|20100326|IMLMM|FAX||DMTR|โรงพยาบาลกรุงเทพคริสเตียน||||54300|124 ถ.สีลม แขวงสุริยวงศ์|เขตบางรัก|กทม.|10500|TH||0-2233-6981-9|235-1000-7||0-2634-0469||||||||3108000125||0020118|ธนาคารกรุงเทพ จำกัด (มหาชน) สาขาสีลม|1183132305||||||||0001120001|||CDFM||||||||||||
CON|1111001304|20100326|IMLMM|FAX||DMTR|บมจ. โรงพยาบาลนนทเวช||||54300|30/8 ถ.งามวงศ์วาน|ต.บางเขน อ.เมือง|จ.นนทบุรี|11000|TH||02 589-0102|||02 589-8753||||||||3191001054||||||||||||0001120001|||CDF||||||||||||
