TRN|AIS|วัดโพธิ์เรียง|BKK 1295|0002|RO|BKK 1295||GSM|BKK|MACRO|20021101|20040930|1111012993|0000053160|กทม.||00|00|0.00|0.00|69000.00|3000.00|3157.89|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000003158|00|0000000000000|20021201|0.00|0.00|0.00|0.00|3157.89|3157.89|65842.11|0.00|0.00|01|01|00
TCS|AIS|วัดศรีเอี่ยม|BKK 1309|0001|RO|BKK 1309||GSM|BKK|MACRO|20021201|20040930|1211000872|0000053160|กทม.||00|00|0.00|0.00|110000.00|5000.00|0.00|0.00|0.00||00000000|09|0000000005000|00|0000000000000|20021201|5000.00|0.00|250.00|0.00|25000.00|25000.00|85000.00|0.00|0.00|05|05|00
TRN|AIS|วัดศรีเอี่ยม|BKK 1309|0002|RT|BKK 1309||GSM|BKK|MACRO|20021201|20040930|1111013401|0000053160|กทม.||00|00|0.00|0.00|11000.00|500.00|0.00|500.00|0.00||00000000|00|0000000000000|14|0000000000500|20021201|0.00|535.00|0.00|15.00|0.00|0.00|11000.00|0.00|0.00|14|00|00
PRO|AIS|วัดศรีเอี่ยม|BKK 1309|0007|RO|BKK 1309||GSM|BKK|MACRO|20021201|20040930|1211000872|0000053160|กทม.||00|00|0.00|0.00|110000.00|5000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|09|0000000005000|00|0000000000000|20021201|5000.00|0.00|250.00|0.00|20000.00|20000.00|90000.00|0.00|0.00|04|04|00
TCS|AIS|ซอยหทัยราษฎร์|BKK 1500|0001|RO|BKK 1500||GSM|BKK|MACRO|20030101|20050731|1111015836|0000053160|กทม.||00|00|62000.00|0.00|2000.00|2000.00|2105.26|0.00|0.00||00000000|08|0000000002105|00|0000000000000|20030103|2105.26|0.00|105.26|0.00|39999.94|39999.94|37999.94|0.00|0.00|19|19|00
PRO|AIS|ซอยหทัยราษฎร์|BKK 1500|0002|RO|BKK 1500||GSM|BKK|MACRO|20030101|20050731|1111015836|0000053160|กทม.||00|00|62000.00|0.00|2000.00|2000.00|2105.26|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000002105|00|0000000000000|20030103|2105.26|0.00|105.26|0.00|0.00|0.00|2000.00|0.00|0.00|01|00|00
TCS|AIS|เอกชัยซอย 59|BKK 1543|0001|RO|BKK 1543||CO_LOCATE|BKK|MACRO|20021116|20051115|1111013982|0000053160|กรุงเทพ||00|00|0.00|0.00|180000.00|5000.00|5263.16|0.00|0.00||00000000|08|0000000005263|00|0000000000000|20021115|5263.16|0.00|263.16|0.00|10526.32|10526.32|169473.68|0.00|0.00|02|02|00
PRO|AIS|เอกชัยซอย 59|BKK 1543|0002|RO|BKK 1543||CO_LOCATE|BKK|MACRO|20021116|20051115|1111013982|0000053160|กทม.||00|00|0.00|0.00|2000.00|2000.00|2105.26|0.00|0.00||00000000|08|0000000002105|00|0000000000000|20021215|2105.26|0.00|105.26|0.00|46315.72|46315.72|44315.72|0.00|0.00|22|22|00
PRO|AIS|เอกชัยซอย 59|BKK 1543|0003|RO|BKK 1543||CO_LOCATE|BKK|MACRO|20021116|20051115|1111013982|0000053160|กรุงเทพ||00|00|0.00|0.00|180000.00|5000.00|5263.16|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000005263|00|0000000000000|20021115|5263.16|0.00|263.16|0.00|105263.20|105263.20|74736.80|0.00|0.00|20|20|00
PRO|AIS|ซอยสุขุมวิท 64|BKK 1693|0000|RO|BKK 1693|11|GSM|BKK|MACRO|20021115|20051114|1111016704|0000053160|กรุงเทพ||00|00|0.00|0.00|568420.92|15000.00|15789.47|0.00|0.00||00000000|09|0000000015789|00|0000000000000|20021115|15789.47|0.00|789.47|0.00|347368.34|347368.34|221052.58|0.00|0.00|22|22|00
PRO|AIS|ซอยร่วมใจ2|BKK 1694|0000|RO|BKK 1694||GSM|BKK|MACRO|20021115|20051114|1111016705|0000053160|กรุงเทพ||00|00|0.00|0.00|540000.00|15000.00|15789.47|0.00|0.00||00000000|08|0000000015789|00|0000000000000|20021115|15789.47|0.00|789.47|0.00|347368.34|347368.34|192631.66|0.00|0.00|22|22|00
PRO|AIS|ซอยสันติคาม2|BKK 1695|0000|RO|BKK 1695||GSM|BKK|MACRO|20021101|20051031|1111016706|0000053160|จ.สมุทรปราการ||00|00|30000.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|09|0000000010000|14|0000000005000|20021101|10000.00|5000.00|500.00|150.00|375000.00|375000.00|165000.00|0.00|0.00|23|47|00
PRO|AIS|ซอยแสนสุข 3|BKK 1696|0000|RO|BKK 1696||GSM|BKK|MACRO|20021201|20051130|1111016753|0000053160|กรุงเทพ||00|00|30000.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|08|0000000010000|13|0000000005000|20021201|10000.00|5000.00|500.00|150.00|390000.00|390000.00|150000.00|0.00|0.00|24|49|00
TCS|AIS|ซอยแสนสุข 3|BKK 1696|0001|RO|BKK 1696||GSM|BKK|MACRO|20021201|20051130|1111016753|0000053160|กรุงเทพ||00|00|30000.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|08|0000000010000|13|0000000005000|20021201|10000.00|5000.00|500.00|150.00|0.00|0.00|540000.00|0.00|0.00|01|00|00
PRO|AIS|ซอยแสนสุข 3|BKK 1696|0002|RO|BKK 1696||GSM|BKK|MACRO|20021201|20051130|1111016753|0000053160|กรุงเทพ||00|00|30000.00|0.00|540000.00|15000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000010000|13|0000000005000|20021201|10000.00|5000.00|500.00|150.00|0.00|0.00|540000.00|0.00|0.00|20|00|00
PRO|AIS|ซอยประชาสงเคราะห์29|BKK 1697|0000|RO|BKK 1697||GSM|BKK|MACRO|20021201|20051130|1111016751|0000053160|กรุงเทพ||00|00|36000.00|0.00|648000.00|18000.00|0.00|0.00|0.00||00000000|09|0000000012000|14|0000000006000|20021201|12000.00|6000.00|600.00|180.00|0.00|0.00|648000.00|0.00|0.00|01|00|00
PRO|AIS|จรัญสนิทวงศ์ซอย 13|BKK 1698|0000|RO|BKK 1698||GSM|BKK|MACRO|20021201|20051130|1111016764|0000053160|กทม.||00|00|30000.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|08|0000000015000|00|0000000000000|20021201|15000.00|0.00|750.00|0.00|390000.00|390000.00|150000.00|0.00|0.00|24|25|00
PRO|AIS|สนามบินน้ำ|BKK 1699|0000|RO|BKK 1699||GSM|BKK|MACRO|20021201|20051130|1111016766|0000053160|นนทบุรี||12|12|0.00|0.00|300000.00|8333.33|8771.93|0.00|0.00||00000000|08|0000000008772|00|0000000000000|20021201|105263.16|0.00|5263.16|0.00|315789.48|315789.48|15789.48|289473.69|26315.79|39|03|00
PRO|AIS|ซอยณรงค์กิจ|BKK 1700|0000|RO|BKK 1700||GSM|BKK|MACRO|20021201|20051130|1111016767|0000053160|กทม.||00|00|0.00|0.00|540000.00|15000.00|15789.47|0.00|0.00||00000000|08|0000000015789|00|0000000000000|20021201|15789.47|0.00|789.47|0.00|363157.81|363157.81|176842.19|0.00|0.00|23|23|00
PRO|AIS|ซอยป้าฟ้อนร่วมพัฒนา|BKK 1701|0000|RO|BKK 1701||GSM|BKK|MACRO|20021201|20051130|1111016765|0000053160|กทม.||00|00|0.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|08|0000000010000|13|0000000005000|20021201|10000.00|5000.00|500.00|150.00|345000.00|345000.00|195000.00|0.00|0.00|23|46|00
PRO|AIS|เพชรเกษมซอย 81|BKK 1702|0000|RO|BKK 1702||GSM|BKK|MACRO|20021201|20051130|1111016789|0000053160|กทม.||00|00|0.00|0.00|648000.00|18000.00|18773.74|0.00|0.00||00000000|08|0000000010526|13|0000000008247|20021201|10526.32|8247.42|526.32|247.42|431796.02|431796.02|216203.98|0.00|0.00|23|46|00
PRO|AIS|หมู่บ้านเปี่ยมสุขกรีนเลค|BKK 1703|0000|RO|BKK 1703||GSM|BKK|MACRO|20021201|20051130|1111016800|0000053160|ปทุมธานี||12|12|0.00|0.00|300000.00|8333.33|0.00|0.00|0.00||00000000|08|0000000005000|13|0000000003333|20021201|60000.00|40000.00|3000.00|1200.00|300000.00|300000.00|0.00|274999.89|24999.99|38|06|00
PRO|AIS|ซอยมิตรไมตรี 64|BKK 1704|0000|RO|BKK 1704||GSM|BKK|MACRO|20021201|20051130|1111016795|0000053160|สมุทรปราการ||00|00|30000.00|0.00|540000.00|15000.00|0.00|0.00|0.00||00000000|08|0000000010000|13|0000000005000|20021201|10000.00|5000.00|500.00|150.00|390000.00|390000.00|150000.00|0.00|0.00|24|49|00
PRO|AIS|ซอยเยาวราช|BKK 1705|0000|RO|BKK 1705||GSM|BKK|MACRO|20021201|20051130|1111016796|0000053160|กทม.||00|00|12000.00|0.00|432000.00|12000.00|0.00|0.00|0.00||00000000|09|0000000010000|14|0000000002000|20021201|10000.00|2000.00|500.00|60.00|300000.00|300000.00|132000.00|0.00|0.00|24|49|00
PRO|AIS|บึงคอไห|BKK 1706|0000|RO|BKK 1706||GSM|BKK|MACRO|20021201|20051130|1111016818|0000053160|ปทุมธานี||12|12|0.00|0.00|210000.00|5833.33|6140.35|0.00|0.00||00000000|08|0000000006140|00|0000000000000|20021201|73684.21|0.00|3684.21|0.00|221052.63|221052.63|11052.63|202631.55|18421.05|39|03|00
PRO|AIS|ซอยประชาอุทิศ 45|BKK 1707|0000|RO|BKK 1707||GSM|BKK|MACRO|20021215|20051214|1111016819|0000053160|กทม.||00|00|34000.00|0.00|612000.00|10000.00|0.00|0.00|0.00||00000000|08|0000000010000|13|0000000007000|20021215|10000.00|7000.00|500.00|210.00|425000.00|425000.00|187000.00|0.00|0.00|24|47|00
PRO|AIS|ท่าเรือราชวงศ์|BKK 1708|0000|RO|BKK 1708||GSM|BKK|MACRO|20021201|20051130|1111013729|0000053160|กทม.||00|00|10000.00|0.00|180000.00|5000.00|0.00|0.00|0.00||00000000|08|0000000005000|00|0000000000000|20021201|5000.00|0.00|250.00|0.00|125000.00|125000.00|55000.00|0.00|0.00|24|24|00
PRO|AIS|ซอยลูกหลวง 5|BKK 1709|0000|RO|BKK 1709||GSM|BKK|MACRO|20021215|20051214|1111016836|0000053160|กทม.||00|00|30000.00|0.00|540000.00|15000.00|0.00|10000.00|0.00||00000000|08|0000000010000|13|0000000005000|20021215|10000.00|5000.00|500.00|150.00|345000.00|345000.00|195000.00|0.00|0.00|22|43|00
TCS|AIS|แฟชั่นไอแลนด์|BKK 274|0001|RO|BKK 274||GSM|BKK|MACRO|20021101|20051031|1111001513|0000053160|กทม.||12|12|0.00|0.00|277200.00|7700.00|0.00|0.00|0.00||00000000|09|0000000007700|00|0000000000000|20021201|92400.00|0.00|4620.00|0.00|92400.00|92400.00|184800.00|77000.00|77000.00|01|01|02
PRO|AIS|แฟชั่นไอแลนด์|BKK 274|0002|RO|BKK 274||GSM|BKK|MACRO|20021101|20051031|1111001513|0000053160|กทม.||12|12|0.00|0.00|277200.00|7700.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|09|0000000007700|00|0000000000000|20021201|92400.00|0.00|4620.00|0.00|184800.00|184800.00|92400.00|169400.00|69300.00|33|02|30
TCS|AIS|อำนวยสงคราม(ดาดฟ้า)|BKK 277.1|0001|RO|BKK 277.1||GSM|BKK|MACRO|20021115|20041114|1111006111|0000053160|กทม.||12|12|0.00|0.00|91080.00|3795.00|0.00|0.00|0.00||00000000|08|0000000003795|00|0000000000000|20021227|45540.00|0.00|2277.00|0.00|0.00|0.00|91080.00|0.00|0.00|36|00|34
PRO|AIS|อำนวยสงคราม(ดาดฟ้า)|BKK 277.1|0002|RO|BKK 277.1||GSM|BKK|MACRO|20021115|20041114|1111006111|0000053160|กทม.||12|12|0.00|0.00|91080.00|3795.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000003795|00|0000000000000|20021227|45540.00|0.00|2277.00|0.00|45540.00|45540.00|45540.00|41745.00|37950.00|22|01|20
TCS|AIS|ประตูน้ำ|BKK 280|0001|RO|BKK 280||GSM|BKK|MACRO|20021201|20051130|1111006112|0000053160|กรุงเทพ||12|12|0.00|0.00|1425600.00|39600.00|0.00|0.00|0.00||00000000|08|0000000039600|00|0000000000000|20021201|475200.00|0.00|23760.00|0.00|1425600.00|1425600.00|0.00|1306800.00|237600.00|30|03|00
PRO|AIS|ประตูน้ำ|BKK 280|0003|RO|BKK 280||GSM|BKK|MACRO|20021201|20051130|1111006112|0000053160|กรุงเทพ||12|12|0.00|0.00|1425600.00|39600.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000039600|00|0000000000000|20021201|475200.00|0.00|23760.00|0.00|0.00|0.00|1425600.00|0.00|356400.00|09|00|06
TCS|AIS|ม.เกษตร|BKK 350|0001|RO|BKK 350||GSM|BKK|MACRO|20021201|20051130|1111006195|0000053160|กรุงเทพ||00|00|0.00|0.00|712800.00|19800.00|0.00|0.00|0.00||00000000|00|0000000019800|00|0000000000000|20021201|19800.00|0.00|9900.00|0.00|0.00|0.00|712800.00|0.00|0.00|30|00|00
TRN|AIS|ม.เกษตร|BKK 350|0003|RO|BKK 350||GSM|BKK|MACRO|20021201|20051130|1111006195|0000053160|กรุงเทพ||00|00|0.00|0.00|712800.00|19800.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|00|0000000019800|00|0000000000000|20021201|19800.00|0.00|9900.00|0.00|0.00|0.00|712800.00|0.00|0.00|09|00|00
TRE|AIS|สนามกีฬากองทัพบก|BKK 383|0002|MO|BKK 383||GSM|BKK|MICRO|20021201|20021231|1111008887|0000054300|กรุงเทพ||00|00|0.00|0.00|200000.00|16666.67|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20021201|200000.00|0.00|0.00|0.00|0.00|0.00|200000.00|0.00|0.00|19|00|00
TRN|AIS|สนามกีฬากองทัพบก|BKK 383|0005|RO|BKK 383||GSM|BKK|MICRO|20021201|20051130|1111008887|0000053160|กรุงเทพ||12|12|30000.00|0.00|900000.00|25000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|00|0000000000000|00|0000000000000|20021201|300000.00|0.00|0.00|0.00|0.00|0.00|900000.00|0.00|400000.00|16|00|13
TCS|AIS|ศูนย์ประชุมแห่งชาติสิริกิตต์|BKK 446|0001|RT|BKK 446||GSM|BKK|MACRO|20021115|20021130|1111001116|0000053160|กรุงเทพ||00|00|0.00|0.00|1333.00|1333.00|0.00|1331.00|0.00||00000000|00|0000000000000|14|0000000001333|20021115|0.00|1426.31|0.00|39.99|0.00|0.00|1333.00|0.00|0.00|03|00|00
TCS|AIS|อุรุพงษ์(ซอยพญานาค)|BKK 546|0001|RO|BKK 546||GSM|BKK|MACRO|20021201|20051130|1111006158|0000053160|กรุงเทพ||00|00|0.00|0.00|1188000.00|33000.00|18947.37|0.00|0.00||00000000|08|0000000018947|13|0000000015464|20021201|18947.37|15463.92|947.37|463.92|0.00|0.00|1188000.00|0.00|0.00|30|00|00
TCS|AIS|ม.เกษตร|BKK 550|0001|RO|BKK 550||GSM|BKK|MACRO|20021201|20051130|1111006195|0000053160|กรุงเทพ||00|00|0.00|0.00|712800.00|19800.00|0.00|0.00|0.00||00000000|08|0000000019800|00|0000000000000|20021201|19800.00|0.00|990.00|0.00|0.00|0.00|712800.00|0.00|0.00|30|00|00
PRO|AIS|ม.เกษตร|BKK 550|0002|RO|BKK 550||GSM|BKK|MACRO|20021201|20051130|1111006195|0000053160|กรุงเทพ||00|00|0.00|0.00|712800.00|19800.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000019800|00|0000000000000|20021201|19800.00|0.00|990.00|0.00|455400.00|455400.00|257400.00|0.00|0.00|23|23|00
TCS|AIS|สนามบินน้ำ(ซอยแก้วพลอย)|BKK 551|0001|RO|BKK 551||GSM|BKK|MACRO|20021201|20051130|1111006196|0000053160|นนทบุรี||12|12|0.00|0.00|220500.00|6125.00|0.00|0.00|0.00||00000000|08|0000000006125|00|0000000000000|20021201|73500.00|0.00|3675.00|0.00|220500.00|220500.00|0.00|202125.00|36750.00|30|03|00
PRO|AIS|สนามบินน้ำ(ซอยแก้วพลอย)|BKK 551|0002|RO|BKK 551||GSM|BKK|MACRO|20021201|20051130|1111006196|0000053160|นนทบุรี||12|12|0.00|0.00|220500.00|6125.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000006125|00|0000000000000|20021201|73500.00|0.00|3675.00|0.00|0.00|0.00|220500.00|0.00|55125.00|09|00|06
TCS|AIS|เอกชัย (ซอยบุญมงคล|BKK 553|0001|RO|BKK 553||GSM|BKK|MACRO|20021201|20051130|1111006284|0000053160|กรุงเทพ||00|00|0.00|0.00|720000.00|20000.00|0.00|0.00|0.00||00000000|08|0000000020000|00|0000000000000|20021201|20000.00|0.00|1000.00|0.00|460000.00|460000.00|260000.00|0.00|0.00|23|23|00
PRO|AIS|เอกชัย (ซอยบุญมงคล|BKK 553|0002|RO|BKK 553||GSM|BKK|MACRO|20021201|20051130|1111006284|0000053160|กรุงเทพ||00|00|0.00|0.00|720000.00|20000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000020000|00|0000000000000|20021201|20000.00|0.00|1000.00|0.00|0.00|0.00|720000.00|0.00|0.00|09|00|00
TCS|AIS|ถ.รัตนโกสินทร์200 ปี|BKK 554|0001|RO|BKK 554||GSM|BKK|MACRO|20021201|20051130|1111006287|0000053160|สมุทรปราการ||12|12|0.00|0.00|396000.00|11000.00|0.00|0.00|0.00||00000000|08|0000000011000|00|0000000000000|20021201|132000.00|0.00|6600.00|0.00|396000.00|396000.00|0.00|363000.00|66000.00|30|03|00
PRO|AIS|ถ.รัตนโกสินทร์200 ปี|BKK 554|0002|RO|BKK 554||GSM|BKK|MACRO|20021201|20051130|1111006287|0000053160|สมุทรปราการ||12|12|0.00|0.00|396000.00|11000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000011000|00|0000000000000|20021201|132000.00|0.00|6600.00|0.00|0.00|0.00|396000.00|0.00|99000.00|09|00|06
TCS|AIS|หมู่บ้านปัญญา|BKK 555|0001|RO|BKK 555||GSM|BKK|MACRO|20021215|20051214|1111006269|0000053160|กทม.||00|00|0.00|0.00|990000.00|27500.00|28947.37|0.00|0.00||00000000|08|0000000028947|00|0000000000000|20021215|28947.37|0.00|1447.37|0.00|665789.51|665789.51|324210.49|0.00|0.00|23|23|00
PRO|AIS|หมู่บ้านปัญญา|BKK 555|0003|RO|BKK 555||GSM|BKK|MACRO|20021215|20051214|1111006269|0000053160|กทม.||00|00|0.00|0.00|990000.00|27500.00|28947.37|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000028947|00|0000000000000|20021215|28947.37|0.00|1447.37|0.00|0.00|0.00|990000.00|0.00|0.00|09|00|00
TCS|AIS|ศูนย์แสดงสินค้านานาชาติ อิมแพค|BKK 556|0001|RO|BKK 556||GSM|BKK|MICRO|20030101|20051231|1111006511|0000053160|นนทบุรี||12|12|0.00|0.00|336600.00|9350.00|0.00|0.00|0.00||00000000|09|0000000009350|00|0000000000000|20030102|112200.00|0.00|5610.00|0.00|0.00|0.00|336600.00|0.00|0.00|36|00|33
PRO|AIS|ศูนย์แสดงสินค้านานาชาติ อิมแพค|BKK 556|0002|RO|BKK 556||GSM|BKK|MICRO|20030101|20051231|1111006511|0000053160|นนทบุรี||12|12|0.00|0.00|336600.00|9350.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|09|0000000009350|00|0000000000000|20030102|112200.00|0.00|5610.00|0.00|112200.00|112200.00|224400.00|102850.00|205700.00|34|01|31
TCS|AIS|สยามสแควร์ ซอย2|BKK 557|0001|RO|BKK 557||GSM|BKK|MACRO|20021201|20041130|1111006297|0000053160|กทม.||12|12|0.00|0.00|80500.00|3354.17|0.00|0.00|0.00||00000000|09|0000000003354|00|0000000000000|20021201|40250.00|0.00|2012.50|0.00|80500.00|80500.00|0.00|73791.74|23479.19|17|02|00
PRO|AIS|สยามสแควร์ ซอย2|BKK 557|0002|RO|BKK 557||GSM|BKK|MACRO|20041201|20050331|1111006297|0000053160|กทม.||04|04|0.00|0.00|13416.68|3354.17|0.00|0.00|0.00||00000000|09|0000000003357|00|0000000000000|20021201|13416.68|0.00|670.83|0.00|13416.68|13416.68|0.00|10062.51|3354.17|05|01|00
PRO|AIS|สยามสแควร์ ซอย2|BKK 557|0003|RO|BKK 557||GSM|BKK|MACRO|20021201|20041130|1111006297|0000053160|กทม.||12|12|0.00|0.00|80500.00|3354.17|0.00|0.00|0.00|Modify sub-contract from :01|00000000|09|0000000003354|00|0000000000000|20021201|40250.00|0.00|2012.50|0.00|0.00|0.00|80500.00|0.00|30187.53|09|00|07
TCS|AIS|ซอยสวนพลู|BKK 558|0001|RO|BKK 558||GSM|BKK|MACRO|20021201|20051130|1111006335|0000053160|กรุงเทพ||00|00|3000.00|0.00|594000.00|16500.00|17368.42|0.00|0.00||00000000|08|0000000017368|00|0000000000000|20021201|17368.42|0.00|868.42|0.00|20368.42|20368.42|573631.58|0.00|0.00|01|02|00
TCS|AIS|สี่แยกคอกวัว|BKK 560|0001|RO|BKK 560||GSM|BKK|MICRO|20021128|20031127|1111009549|0000053160|กรุงเทพ||12|12|0.00|0.00|100000.00|8333.33|8771.93|0.00|0.00||00000000|08|0000000008772|00|0000000000000|20021128|105263.16|0.00|5263.16|0.00|105263.16|105263.16|5263.16|96491.23|78947.37|03|01|00
PRO|AIS|สี่แยกคอกวัว|BKK 560|0002|RO|BKK 560||GSM|BKK|MICRO|20021128|20031127|1111009549|0000053160|กรุงเทพ||12|12|0.00|0.00|100000.00|8333.33|8771.93|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000008772|00|0000000000000|20021128|105263.16|0.00|5263.16|0.00|0.00|0.00|100000.00|0.00|52631.58|06|00|05
TCS|AIS|หมู่บ้านบางนาวิลล่า(ดาดฟ้า)|BKK 562|0001|RO|BKK 562||GSM|BKK|MACRO|20021201|20051130|1111006444|0000053160|กทม.||00|00|0.00|0.00|396000.00|11000.00|0.00|0.00|0.00||00000000|08|0000000011000|00|0000000000000|20021201|11000.00|0.00|0.00|0.00|55000.00|55000.00|341000.00|0.00|0.00|05|05|00
TCS|AIS|หมู่บ้านบางนาวิลล่า(ห้อง)|BKK 562.1|0001|RO|BKK 562.1||GSM|BKK|MACRO|20021201|20051130|1111006445|0000053160|กทม.||00|00|0.00|0.00|594000.00|16500.00|0.00|0.00|0.00||00000000|08|0000000016500|00|0000000000000|20021201|16500.00|0.00|825.00|0.00|379500.00|379500.00|214500.00|0.00|0.00|23|23|00
PRO|AIS|หมู่บ้านบางนาวิลล่า(ห้อง)|BKK 562.1|0002|RO|BKK 562.1||GSM|BKK|MACRO|20021201|20051130|1111006445|0000053160|กทม.||00|00|0.00|0.00|594000.00|16500.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000016500|00|0000000000000|20021201|16500.00|0.00|825.00|0.00|0.00|0.00|594000.00|0.00|0.00|09|00|00
TCS|AIS|แยกอังรีดูนังต์|BKK 563|0001|RO|BKK 563||GSM|BKK|MICRO|20021201|20051130|1111006352|0000053160|กรุงเทพ||12|12|0.00|0.00|138600.00|3850.00|0.00|0.00|0.00||00000000|08|0000000003850|00|0000000000000|20021201|46200.00|0.00|2310.00|0.00|138600.00|138600.00|0.00|127050.00|23100.00|30|03|00
PRO|AIS|แยกอังรีดูนังต์|BKK 563|0002|RO|BKK 563||GSM|BKK|MICRO|20021201|20051130|1111006352|0000053160|กรุงเทพ||12|12|0.00|0.00|138600.00|3850.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000003850|00|0000000000000|20021201|46200.00|0.00|2310.00|0.00|0.00|0.00|138600.00|0.00|34650.00|09|00|06
