PRO|AIS|ประเวศ|BKK 024|0002|RO|101117||GSM|BKK|MACRO|20050301|20080228|1111002596|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|460864.79|12801.80|13475.58|0.00|0.00||00000000|08|0000000013476|00|0000000000000|20050301|13475.58|0.00|673.78|0.00|485120.88|485120.88|24256.09|0.00|0.00|36|36|00
PRO|AIS|บางโฉลงใน|BKK 028|0001|RO|101010||GSM|BKK|MACRO|20050401|20080331|1111007313|0000053160|สมุทรปราการ||06|06|0.00|0.00|1247400.00|34650.00|0.00|0.00|0.00||00000000|09|0000000034650|00|0000000000000|20050401|207900.00|0.00|10395.00|0.00|1247400.00|1247400.00|0.00|1039500.00|0.00|36|06|00
TRN|AIS|ซอยแย้มสรวล|BKK 031|0005|MO|101172||GSM|BKK|MACRO|20050301|20050301|1111007500|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|33000.00|33000.00|34736.84|0.00|0.00||00000000|08|0000000034737|00|0000000000000|20050301|34736.84|0.00|1736.84|0.00|34736.84|34736.84|1736.84|0.00|0.00|01|01|00
NEW|AIS|ซอยแย้มสรวล|BKK 031|0006|MO|101172|6|GSM|BKK|MACRO|20050301|20050301|1111007500|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|33000.00|33000.00|34736.84|0.00|0.00||00000000|08|0000000034737|00|0000000000000|20050301|34736.84|0.00|1736.84|0.00|0.00|0.00|33000.00|0.00|0.00|01|00|00
PRO|AIS|ซอยแย้มสรวล|BKK 031|0007|RO|101172||GSM|BKK|MACRO|20050401|20080331|1111023380|0000053160|กรุงเทพมหานคร|คุณกนิษฐา  แย้มสรวล|00|00|0.00|0.00|594000.00|16500.00|0.00|0.00|0.00||00000000|08|0000000016500|00|0000000000000|20050401|16500.00|0.00|825.00|0.00|594000.00|594000.00|0.00|0.00|0.00|36|36|00
PRO|AIS|มีนบุรี|BKK 032|0005|RO|101077||GSM|BKK|MACRO|20050409|20080408|1111007213|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|440856.00|12246.00|12397.48|0.00|0.00||00000000|08|0000000007348|13|0000000005049|20050409|88176.00|60593.81|4408.80|1817.81|446309.43|446309.43|5453.43|409116.84|0.00|36|06|00
PRO|AIS|มีนบุรี|BKK 032|0006|MO|101077||GSM|BKK|MACRO|20050608|20050608|1111007213|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|15210.00|15210.00|16010.53|0.00|0.00||00000000|08|0000000016011|00|0000000000000|20050608|16010.53|0.00|800.53|0.00|16010.53|16010.53|800.53|0.00|0.00|01|01|00
PRO|AIS|สามัคคี 1|BKK 035|0001|RO|101138||GSM|BKK|MACRO|20050514|20080513|1111005626|0000053160|นนทบุรี||00|00|0.00|0.00|1134000.00|31500.00|33157.89|0.00|0.00||00000000|08|0000000033158|00|0000000000000|20050514|33157.89|0.00|1657.89|0.00|1193684.04|1193684.04|59684.04|0.00|0.00|36|36|00
TRN|AIS|กล้วยน้ำไท|BKK 036|0004|MO|101067||GSM|BKK|MACRO|20050113|20050113|1111014097|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|41332.50|41332.50|43507.89|0.00|0.00||00000000|09|0000000043508|00|0000000000000|20050113|43507.89|0.00|2175.39|0.00|0.00|0.00|41332.50|0.00|0.00|12|00|00
PRO|AIS|กล้วยน้ำไท|BKK 036|0005|MO|101067||GSM|BKK|MACRO|20050113|20050113|1111005640|0000053160|กรุงเทพมหานคร|บริษัท วิงเฮง (ไทยแลนด์) จำกัด|00|00|0.00|0.00|41332.50|41332.50|43507.89|0.00|0.00||00000000|09|0000000043508|00|0000000000000|20050113|43507.89|0.00|2175.39|0.00|43507.89|43507.89|2175.39|0.00|0.00|01|01|00
TRN|AIS|กล้วยน้ำไท|BKK 036|0006|RO|101067||GSM|BKK|MACRO|20050518|20080517|1111014097|0000053160|กรุงเทพมหานคร||00|00|66792.00|0.00|1454400.00|40400.00|0.00|0.00|0.00||00000000|09|0000000040400|00|0000000000000|20050518|40400.00|0.00|2020.00|0.00|0.00|0.00|1454400.00|0.00|0.00|01|00|00
PRO|AIS|กล้วยน้ำไท|BKK 036|0007|RO|101067||GSM|BKK|MACRO|20050518|20080517|1111005640|0000053160|กรุงเทพมหานคร||00|00|66792.00|0.00|1454400.00|40400.00|0.00|0.00|0.00||00000000|09|0000000040400|00|0000000000000|20050518|40400.00|0.00|2020.00|0.00|1454400.00|1454400.00|0.00|0.00|0.00|36|36|00
PRO|AIS|กล้วยน้ำไท|BKK 036|0008|RO|101067||GSM|BKK|MACRO|20050518|20080517|1111005640|0000053160|กรุงเทพมหานคร||00|00|50000.00|0.00|1454400.00|40400.00|0.00|0.00|0.00||00000000|09|0000000040400|00|0000000000000|20050518|40400.00|0.00|2020.00|0.00|90400.00|90400.00|1364000.00|0.00|0.00|01|02|00
PRO|AIS|กล้วยน้ำไท|BKK 036|0009|MO|101067||GSM|BKK|MACRO|20050726|20050726|1111005640|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|55110.00|55110.00|58010.53|0.00|0.00||00000000|09|0000000058011|00|0000000000000|20050726|58010.53|0.00|2900.53|0.00|58010.53|58010.53|2900.53|0.00|0.00|01|01|00
PRO|AIS|เทพารักษ์ 1|BKK 039|0001|RO|101179||GSM|BKK|MACRO|20050616|20080615|1111005583|0000053160|สมุทรปราการ||00|00|0.00|0.00|382536.00|10626.00|0.00|0.00|0.00||00000000|08|0000000010626|00|0000000000000|20050616|10626.00|0.00|531.30|0.00|382536.00|382536.00|0.00|0.00|0.00|36|36|00
PRO|AIS|สะพานนวลฉวี|BKK 040|0001|RO|101140||GSM|BKK|MACRO|20050621|20080620|1111005584|0000053160|นนทบุรี||00|00|34500.00|0.00|737712.00|20492.00|0.00|0.00|0.00||00000000|08|0000000012295|13|0000000008197|20050621|12295.00|8197.00|614.75|245.91|737712.00|737712.00|0.00|0.00|0.00|36|72|00
PRO|AIS|ตลาดรังสิต|BKK 041|0001|RO|101125||GSM|BKK|MACRO|20050701|20080630|1111005665|0000053160|ปทุมธานี||00|00|0.00|0.00|910800.00|25300.00|0.00|0.00|0.00||00000000|09|0000000025300|00|0000000000000|20050701|25300.00|0.00|1265.00|0.00|910800.00|910800.00|0.00|0.00|0.00|36|36|00
PRO|AIS|เพชรทองคำ 1|BKK 042|0001|RO|101101||GSM|BKK|MACRO|20050701|20080630|1111008324|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|432000.00|12000.00|0.00|0.00|0.00||00000000|08|0000000012000|00|0000000000000|20050701|12000.00|0.00|600.00|0.00|432000.00|432000.00|0.00|0.00|0.00|36|36|00
PRO|AIS|บางกะเจ้า|BKK 044|0001|RO|101026||GSM|BKK|MACRO|20050715|20080714|1111007982|0000053160|สมุทรปราการ||12|12|0.00|0.00|314280.00|8730.00|9189.47|0.00|0.00||00000000|08|0000000009189|00|0000000000000|20050715|110273.68|0.00|5513.68|0.00|330821.04|330821.04|16541.04|303252.51|0.00|36|03|00
PRO|AIS|พัฒนาการ|BKK 045|0004|RO|101097||GSM|BKK|MACRO|20050719|20080718|1111008491|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|851580.00|23655.00|0.00|0.00|0.00||00000000|08|0000000023655|00|0000000000000|20050719|283860.00|0.00|14193.00|0.00|851580.00|851580.00|0.00|780615.00|0.00|36|03|00
TRN|AIS|วงศสว่าง 1|BKK 046|0000|RO|BKK 046||GSM|BKK|MACRO|20020720|20050719|1111008492|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|703800.00|19550.00|0.00|0.00|0.00||00000000|08|0000000019550|00|0000000000000|20030715|234600.00|0.00|11730.00|0.00|469200.00|469200.00|234600.00|449650.00|0.00|25|02|22
PRO|AIS|วงศ์สว่าง|BKK 046|0005|RO|101203||GSM|BKK|MACRO|20050720|20060719|1111025493|0000053160|กรุงเทพมหานคร||12|00|0.00|0.00|258060.00|21505.00|0.00|0.00|0.00||00000000|08|0000000021505|00|0000000000000|20050720|258060.00|0.00|12903.00|0.00|258060.00|258060.00|0.00|129030.00|0.00|07|01|00
PRO|AIS|ห้วยขวาง|BKK 047|0001|RO|101054||GSM|BKK|MACRO|20050815|20080814|1111008788|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|970200.00|26950.00|0.00|0.00|0.00||00000000|09|0000000026950|00|0000000000000|20050815|323400.00|0.00|16170.00|0.00|970200.00|970200.00|0.00|862400.00|0.00|35|03|00
TRE|AIS|เซ็นหลุยส์ 1|BKK 048|0002|RO|101164||GSM|BKK|MACRO|20030901|20040831|1111019565|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|480000.00|40000.00|0.00|0.00|0.00||00000000|09|0000000040000|00|0000000000000|20030901|40000.00|0.00|2000.00|0.00|360000.00|360000.00|120000.00|0.00|0.00|06|06|00
PRO|AIS|เทพลีลา|BKK 049|0001|RO|101190||GSM|BKK|MACRO|20050916|20080915|1111005947|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|871200.00|24200.00|0.00|0.00|0.00||00000000|09|0000000024200|00|0000000000000|20050916|24200.00|0.00|1210.00|0.00|871200.00|871200.00|0.00|0.00|0.00|36|36|00
PRO|AIS|ดอนเมือง 2(ถนนสายไหม)|BKK 050|0004|MO|101048||GSM|BKK|MACRO|20050322|20050322|1111005942|0000053160|กรุงเทพมหานคร|คุณสุนทร  เจนมงคล|00|00|0.00|0.00|26175.00|26175.00|27552.63|0.00|0.00||00000000|08|0000000027553|00|0000000000000|20050322|27552.63|0.00|1377.63|0.00|27552.63|27552.63|1377.63|0.00|0.00|01|01|00
PRO|AIS|ถนนสายไหม|BKK 050|0005|RO|101048||GSM|BKK|MACRO|20050916|20080915|1111005942|0000053160|กรุงเทพมหานคร||06|06|0.00|0.00|722412.00|20067.00|0.00|0.00|0.00||00000000|08|0000000020067|00|0000000000000|20050916|120402.00|0.00|6020.10|0.00|722412.00|722412.00|0.00|602010.00|0.00|36|06|00
TRN|AIS|รัตนาธิเบศร์ 2|BKK 053|0000|RO|BKK 053||GSM|BKK|MACRO|20021001|20050930|1111006020|0000053160|นนทบุรี||00|00|0.00|0.00|756000.00|21000.00|0.00|0.00|0.00||00000000|08|0000000021000|00|0000000000000|20030201|21000.00|0.00|1050.00|0.00|147000.00|147000.00|609000.00|0.00|0.00|07|07|00
PRO|AIS|รัตนาธิเบศร์ 2 (ดาดฟ้า)|BKK 053|0003|RO|106013||GSM|BKK|MACRO|20050501|20080430|1111021060|0000053160|นนทบุรี|คุณณัฐพงษ์ นวลบุญเรือง|00|00|0.00|0.00|432000.00|12000.00|0.00|0.00|0.00||00000000|08|0000000012000|00|0000000000000|20050501|12000.00|0.00|600.00|0.00|432000.00|432000.00|0.00|0.00|0.00|32|32|00
PRO|AIS|รัตนาธิเบศร์ 2 (ดาดฟ้า+ห้อง)|BKK 053.1|0003|RO|106013||GSM|BKK|MACRO|20050501|20050731|1111006935|0000053160|นนทบุรี|บริษัท โพรเกรสแมเนจเมนท์ จำกัด|03|00|0.00|0.00|30000.00|10000.00|0.00|0.00|0.00||00000000|09|0000000010000|00|0000000000000|20050501|30000.00|0.00|1500.00|0.00|30000.00|30000.00|0.00|0.00|0.00|01|01|00
PRO|AIS|รัตนาธิเบศร์ 2 (ดาดฟ้า+ห้อง)|BKK 053.1|0005|RO|106013||GSM|BKK|MACRO|20050801|20080430|1111024704|0000053160|นนทบุรี||00|00|10000.00|0.00|363000.00|11000.00|0.00|0.00|0.00||00000000|08|0000000010000|00|0000000000000|20050801|11000.00|0.00|550.00|0.00|373000.00|373000.00|10000.00|0.00|0.00|33|34|00
PRO|AIS|ราชปรารภ|BKK 054|0001|RO|101128||GSM|BKK|MACRO|20051001|20080930|1111007201|0000053160|กรุงเทพมหานคร||06|06|0.00|0.00|1039500.00|28875.00|0.00|0.00|0.00||00000000|09|0000000028875|00|0000000000000|20051001|173250.00|0.00|8662.50|0.00|1039500.00|1039500.00|0.00|866250.00|0.00|36|06|00
PRO|AIS|คลองตัน 1|BKK 056|0003|RO|101063||GSM|BKK|MACRO|20051101|20081031|1111009636|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|1304136.00|36226.00|0.00|0.00|0.00||00000000|00|0000000036226|00|0000000000000|20051101|434712.00|0.00|0.00|0.00|1304136.00|1304136.00|0.00|1195458.00|0.00|36|03|00
PRO|AIS|ราชเทวี 1|BKK 057|0001|RO|101129||GSM|BKK|MACRO|20051115|20081114|1111006093|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|720000.00|20000.00|0.00|0.00|0.00||00000000|09|0000000020000|00|0000000000000|20051115|20000.00|0.00|1000.00|0.00|720000.00|720000.00|0.00|0.00|0.00|36|36|00
PRO|AIS|จอมทอง 1|BKK 058|0007|MO|101042||GSM|BKK|MACRO|20050317|20050317|1111006091|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|26565.00|26565.00|27963.16|0.00|0.00||00000000|08|0000000027963|00|0000000000000|20050317|27963.16|0.00|1398.16|0.00|27963.16|27963.16|1398.16|0.00|0.00|01|01|00
PRO|AIS|จอมทอง 1|BKK 058|0008|RO|101042||GSM|BKK|MACRO|20051116|20081115|1111006091|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|1000800.00|27800.00|0.00|0.00|0.00||00000000|08|0000000020000|13|0000000007800|20051116|20000.00|7800.00|1000.00|234.00|1000800.00|1000800.00|0.00|0.00|0.00|36|72|00
PRO|AIS|บางกอกใหญ่|BKK 060|0005|MO|101025||GSM|BKK|MACRO|20050614|20050614|1111006110|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|19083.43|19083.43|20087.82|0.00|0.00||00000000|08|0000000020088|00|0000000000000|20050614|20087.82|0.00|1004.39|0.00|20087.82|20087.82|1004.39|0.00|0.00|01|01|00
PRO|AIS|บางกอกใหญ่|BKK 060|0006|RO|101025||GSM|BKK|MACRO|20051201|20081130|1111006110|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|881640.00|24490.00|0.00|0.00|0.00||00000000|08|0000000024490|00|0000000000000|20051201|24490.00|0.00|1224.50|0.00|881640.00|881640.00|0.00|0.00|0.00|36|36|00
PRO|AIS|โชคชัย 2 (สังสิตนิเวศน์)|BKK 069|0005|MO|101041||GSM|BKK|MACRO|20050404|20050404|1111006753|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|15585.00|15585.00|16405.26|0.00|0.00||00000000|08|0000000016405|00|0000000000000|20050404|16405.26|0.00|820.26|0.00|16405.26|16405.26|820.26|0.00|0.00|01|01|00
PRO|AIS|เรือนจำกลางคลองเปรม|BKK 073|0005|RO|101062||GSM|BKK|MACRO|20050404|20050404|1111006878|0000053160|กรุงเทพมหานคร|บริษัท เซฟ-ที-เซลล์ แอนด์ เซอร์วิส จำกัด|00|00|0.00|0.00|52479.43|52479.43|55241.51|0.00|0.00||00000000|09|0000000055242|00|0000000000000|20050404|55241.51|0.00|2762.08|0.00|55241.51|55241.51|2762.08|0.00|0.00|01|01|00
PRO|AIS|หัวลำโพง|BKK 075|0005|MO|101052||GSM|BKK|MACRO|20050425|20050425|1111006982|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|22240.00|22240.00|23410.53|0.00|0.00||00000000|08|0000000023411|00|0000000000000|20050425|23410.53|0.00|1170.53|0.00|23410.53|23410.53|1170.53|0.00|0.00|01|01|00
PRO|AIS|อ่อนนุช 35|BKK 080|0005|MO|101088||GSM|BKK|MACRO|20050129|20050129|1111007159|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|26565.00|26565.00|27963.16|0.00|0.00||00000000|08|0000000027963|00|0000000000000|20050129|27963.16|0.00|1398.16|0.00|27963.16|27963.16|1398.16|0.00|0.00|01|01|00
PRO|AIS|กำแพงเพชร|BKK 089|0004|MO|101058||GSM|BKK|MACRO|20051007|20051007|1111007116|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|31200.00|31200.00|32842.11|0.00|0.00||00000000|08|0000000032842|00|0000000000000|20051007|32842.11|0.00|1642.11|0.00|32842.11|32842.11|1642.11|0.00|0.00|01|01|00
PRO|AIS|กำแพงเพชร|BKK 089|0005|MO|101058||GSM|BKK|MACRO|20051116|20051116|1111007116|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|31200.00|31200.00|32842.11|0.00|0.00||00000000|08|0000000032842|00|0000000000000|20051116|32842.11|0.00|1642.11|0.00|32842.11|32842.11|1642.11|0.00|0.00|01|01|00
PRO|AIS|บางลำพู|BKK 098|0007|MO|101027||GSM|BKK|MACRO|20050804|20050804|1111007714|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|67500.00|67500.00|71052.63|0.00|0.00||00000000|08|0000000071053|00|0000000000000|20050804|71052.63|0.00|3552.63|0.00|71052.63|71052.63|3552.63|0.00|0.00|01|01|00
PRO|AIS|สุขุมวิท ซอย 54|BKK 1001|0003|MO|101744|8.3|GSM|BKK|MACRO|20050129|20050129|1111010151|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|100714.29|100714.29|0.00|0.00|0.00||00000000|00|0000000100714|00|0000000000000|20050129|100714.29|0.00|0.00|0.00|100714.29|100714.29|0.00|0.00|0.00|01|01|00
TRE|AIS|สุขุมวิท ซอย 54|BKK 1001|0004|MO|101744|8.3|GSM|BKK|MACRO|20050519|20050519|1111010151|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|180000.00|180000.00|189473.68|0.00|0.00||00000000|08|0000000189474|00|0000000000000|20050519|189473.68|0.00|9473.68|0.00|0.00|0.00|180000.00|0.00|0.00|22|00|00
PRO|AIS|สุขุมวิท ซอย 54|BKK 1001|0005|RO|101744|8.3|GSM|BKK|MACRO|20040301|20070228|1111010151|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|270000.00|7500.00|7894.74|0.00|0.00||00000000|08|0000000007895|00|0000000000000|20040301|94736.84|0.00|4736.84|0.00|189473.68|189473.68|80526.32|150000.03|7894.77|22|02|19
PRO|AIS|สุขุมวิท ซอย 54|BKK 1001|0006|RO|101744|8.3|GSM|BKK|MACRO|20010301|20040228|1111010151|0000053160|กรุงเทพมหานคร||36|00|0.00|0.00|180000.00|5000.00|5263.16|0.00|0.00||00000000|08|0000000005263|00|0000000000000|20010301|189473.68|0.00|9473.68|0.00|189473.68|189473.68|9473.68|0.00|0.00|01|01|00
PRO|AIS|ตลาดใหม่บางคอแหลม|BKK 1003|0006|MO|101740|8|GSM|BKK|MACRO|20050317|20050317|1111010153|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|12750.00|12750.00|13421.05|0.00|0.00||00000000|08|0000000013421|00|0000000000000|20050317|13421.05|0.00|671.05|0.00|13421.05|13421.05|671.05|0.00|0.00|01|01|00
PRO|AIS|สำนักงานเขตบางกอกใหญ่|BKK 1006|0005|MO|101696|8|GSM|BKK|MACRO|20050608|20050608|1111010168|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|12857.15|12857.15|13533.84|0.00|0.00||00000000|08|0000000013534|00|0000000000000|20050608|13533.84|0.00|676.69|0.00|13533.84|13533.84|676.69|0.00|0.00|01|01|00
PRO|AIS|สำนักงานเขตบางกอกใหญ่|BKK 1006|0006|MO|101696|8|GSM|BKK|MACRO|20050902|20050902|1111010168|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|12857.15|12857.15|13533.84|0.00|0.00||00000000|08|0000000013534|00|0000000000000|20050902|13533.84|0.00|676.69|0.00|13533.84|13533.84|676.69|0.00|0.00|01|01|00
PRO|AIS|บางนา 2|BKK 101|0007|MO|101029||GSM|BKK|MACRO|20050615|20050615|1111000412|0000053160|กรุงเทพมหานคร|บริษัท โรงพยาบาลไทยนครินทร์  จำกัด (มหาชน)|00|00|0.00|0.00|51450.00|51450.00|54157.89|0.00|0.00||00000000|09|0000000054158|00|0000000000000|20050615|54157.89|0.00|2707.89|0.00|54157.89|54157.89|2707.89|0.00|0.00|01|01|00
PRO|AIS|อนุบาลสายฝน ลาดพร้าว|BKK 1010|0005|RO|101711|8|GSM|BKK|MACRO|20050301|20060228|1111023160|0000053160|กรุงเทพมหานคร||00|00|36000.00|0.00|237600.00|19800.00|0.00|0.00|0.00||00000000|08|0000000019800|00|0000000000000|20050301|19800.00|0.00|990.00|0.00|237600.00|237600.00|0.00|0.00|0.00|12|12|00
PRO|AIS|รามอินทรา ซอย 66|BKK 1012|0005|MO|101730|8|GSM|BKK|MACRO|20050310|20050310|1111010183|0000053160|กรุงเทพมหานคร|คุณสมศักดิ์  งามชัยยาพรกุล|00|00|0.00|0.00|27321.00|27321.00|28758.95|0.00|0.00||00000000|08|0000000028759|00|0000000000000|20050310|28758.95|0.00|1437.95|0.00|28758.95|28758.95|1437.95|0.00|0.00|01|01|00
TRE|AIS| บางนา 3|BKK 102|0000|RO|BKK 102||GSM|BKK|MACRO|20001101|20031130|1111007499|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|936000.00|26000.00|0.00|0.00|0.00||00000000|09|0000000026000|00|0000000000000||312000.00|0.00|15600.00|0.00|312000.00|312000.00|624000.00|312000.00|234000.00|04|01|01
TRE|AIS|บางนา 3|BKK 102|0002|RO|BKK 102||GSM|BKK|MACRO|20030501|20060430|1111007499|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|1080000.00|30000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|09|0000000030000|00|0000000000000|20030501|360000.00|0.00|18000.00|0.00|720000.00|720000.00|360000.00|660000.00|60000.00|22|02|19
TRN|AIS|ตึกยูเอ็มทาวเวอร์ รามคำแหง|BKK 1028|0004|RT|101719|8|GSM|BKK|MACRO|20040401|20070331|1111010452|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|900000.00|25000.00|0.00|15938.00|0.00||00000000|09|0000000009062|14|0000000015938|20040401|9062.00|17053.66|453.10|478.14|78346.98|78346.98|821653.02|0.00|0.00|03|06|00
TRE|AIS|บอสทาวน์เวอร์กล้วยน้ำไท|BKK 1029|0002|RO|101746|8|GSM|BKK|MACRO|20040315|20070314|1111010335|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|792000.00|22000.00|0.00|0.00|0.00||00000000|08|0000000022000|00|0000000000000|20040315|22000.00|0.00|1100.00|0.00|352000.00|352000.00|440000.00|0.00|0.00|16|16|00
PRO|AIS|รามอินทรา 3|BKK 103|0005|MO|101120||GSM|BKK|MACRO|20050613|20050613|1111007498|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|15654.00|15654.00|16477.89|0.00|0.00||00000000|08|0000000016478|00|0000000000000|20050613|16477.89|0.00|823.89|0.00|16477.89|16477.89|823.89|0.00|0.00|01|01|00
PRO|AIS|จรัลสนิทวงศ์ ซอย 93|BKK 1032|0007|MO|101756|8|GSM|BKK|MACRO|20050513|20050513|1111010397|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|24281.25|24281.25|25559.21|0.00|0.00||00000000|08|0000000025559|00|0000000000000|20050513|25559.21|0.00|1277.96|0.00|25559.21|25559.21|1277.96|0.00|0.00|01|01|00
PRO|AIS|เกษตร-ลาดปลาเค้า|BKK 1033|0006|MO|101754|8|GSM|BKK|MACRO|20050513|20050513|1111010396|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|40812.00|40812.00|42960.00|0.00|0.00||00000000|08|0000000042960|00|0000000000000|20050513|42960.00|0.00|2148.00|0.00|42960.00|42960.00|2148.00|0.00|0.00|01|01|00
TRN|AIS|สีลม 2|BKK 104|0004|RO|101151||GSM|BKK|MACRO|20040101|20041231|1111002866|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|342000.00|28500.00|0.00|0.00|0.00||00000000|09|0000000028500|00|0000000000000|20040101|28500.00|0.00|1425.00|0.00|316000.00|316000.00|26000.00|0.00|0.00|12|12|00
